Product_ID	CurrencyKey	UnitPrice	SCD_EffectiveDate
0101010101001           	23	84.9416	2012-07-01
0101010101002           	23	84.9416	2012-07-01
0101010101003           	23	94.9463	2012-07-01
0101010101004           	23	141.0462	2012-07-01
0101010101005           	23	141.0462	2012-07-01
0101010101006           	23	141.0462	2012-07-01
0101010101007           	23	141.0462	2012-07-01
0101010101008           	23	392.2746	2012-07-01
0101010101009           	23	392.2746	2012-07-01
0101010101010           	23	392.2746	2012-07-01
0101010101011           	23	392.2746	2012-07-01
0101010101012           	23	507.9495	2012-07-01
0101010101013           	23	507.9495	2012-07-01
0101010101014           	23	507.9495	2012-07-01
0101010101015           	23	507.9495	2012-07-01
0101010101016           	23	691.3106	2012-07-01
0101010101017           	23	691.3106	2012-07-01
0101010101018           	23	691.3106	2012-07-01
0101010101019           	23	691.3106	2012-07-01
0101010101020           	23	842.525	2012-07-01
0101010101021           	23	842.525	2012-07-01
0101010101022           	23	842.525	2012-07-01
0101010101023           	23	842.525	2012-07-01
0101010101029           	23	1603.3125	2012-07-01
0101010101030           	23	1603.3125	2012-07-01
0101010101031           	23	1603.3125	2012-07-01
0101010101032           	23	1603.3125	2012-07-01
0101010101033           	23	1603.3125	2012-07-01
0101010101034           	23	603.2856	2012-07-01
0101010101035           	23	603.2856	2012-07-01
0101010101036           	23	603.2856	2012-07-01
0101010101037           	23	1956.665	2012-07-01
0101010101038           	23	1956.665	2012-07-01
0101010101039           	23	1956.665	2012-07-01
0101010101040           	23	1956.665	2012-07-01
0101040104001           	23	980.523	2012-07-01
0101040104002           	23	980.523	2012-07-01
0101040104003           	23	980.523	2012-07-01
0101040104004           	23	1307.473	2012-07-01
0101040104005           	23	1307.473	2012-07-01
0101040104006           	23	1307.473	2012-07-01
0101040104007           	23	1307.473	2012-07-01
0101040104008           	23	1861.10	2012-07-01
0101040104009           	23	1861.10	2012-07-01
0101040104010           	23	1861.10	2012-07-01
0101040104011           	23	1861.10	2012-07-01
0101040104012           	23	980.85	2012-07-01
0101040104013           	23	980.85	2012-07-01
0101040104014           	23	980.85	2012-07-01
0101040104015           	23	980.85	2012-07-01
0101060106001           	23	167.9869	2012-07-01
0101060106002           	23	167.9869	2012-07-01
0101060106003           	23	167.9869	2012-07-01
0101060106004           	23	167.9869	2012-07-01
0101060106005           	23	313.5451	2012-07-01
0101060106006           	23	313.5451	2012-07-01
0101060106007           	23	313.5451	2012-07-01
0101060106008           	23	313.5451	2012-07-01
0101060106009           	23	238.6106	2012-07-01
0101060106010           	23	248.1551	2012-07-01
0101060106011           	23	248.1551	2012-07-01
0101060106012           	23	248.1551	2012-07-01
0101060106013           	23	254.9581	2012-07-01
0101060106014           	23	254.9581	2012-07-01
0101060106015           	23	254.9581	2012-07-01
0101060106016           	23	254.9581	2012-07-01
0101060106017           	23	254.9581	2012-07-01
0101060106018           	23	628.6871	2012-07-01
0101060106019           	23	628.6871	2012-07-01
0101060106020           	23	628.6871	2012-07-01
0101060106021           	23	628.6871	2012-07-01
0101060106022           	23	628.6871	2012-07-01
0101060106028           	23	440.7286	2012-07-01
0101060106029           	23	440.7286	2012-07-01
0101060106030           	23	440.7286	2012-07-01
0101060106031           	23	440.7286	2012-07-01
0101060106032           	23	440.7286	2012-07-01
0101060106046           	23	1571.8121	2012-07-01
0101060106047           	23	1571.8121	2012-07-01
0101060106048           	23	1571.8121	2012-07-01
0101060106049           	23	1571.8121	2012-07-01
0101060106050           	23	1571.8121	2012-07-01
0202010201001           	23	1111.5646	2012-07-01
0202010201002           	23	1111.5646	2012-07-01
0202010201003           	23	1111.5646	2012-07-01
0202010201004           	23	784.6146	2012-07-01
0202010201005           	23	784.6146	2012-07-01
0202010201006           	23	784.6146	2012-07-01
0202010201007           	23	1830.8546	2012-07-01
0202010201008           	23	1830.8546	2012-07-01
0202010201009           	23	1830.8546	2012-07-01
0202010201010           	23	937.6926	2012-07-01
0202010201011           	23	937.6926	2012-07-01
0202010201012           	23	937.6926	2012-07-01
0202010201013           	23	937.6926	2012-07-01
0202010201014           	23	1307.80	2012-07-01
0202010201015           	23	1307.80	2012-07-01
0202010201016           	23	1307.80	2012-07-01
0202010201017           	23	1307.80	2012-07-01
0202010201018           	23	2288.323	2012-07-01
0202010201019           	23	2288.323	2012-07-01
0202010201020           	23	2288.323	2012-07-01
0202010201021           	23	2288.323	2012-07-01
0202010201022           	23	3143.6871	2012-07-01
0202010201023           	23	3143.6871	2012-07-01
0202010201024           	23	3143.6871	2012-07-01
0202010201025           	23	3143.6871	2012-07-01
0202010201026           	23	1886.1871	2012-07-01
0202010201027           	23	1886.1871	2012-07-01
0202010201028           	23	1886.1871	2012-07-01
0202010201029           	23	1886.1871	2012-07-01
0202010201034           	23	7450.4989	2012-07-01
0202010201035           	23	7450.4989	2012-07-01
0202010201036           	23	7450.4989	2012-07-01
0202010201037           	23	7450.4989	2012-07-01
0202010201038           	23	3073.1338	2012-07-01
0202010201039           	23	3073.1338	2012-07-01
0202010201040           	23	3073.1338	2012-07-01
0202010201041           	23	3073.1338	2012-07-01
0202010201046           	23	10010.9575	2012-07-01
0202010201047           	23	10010.9575	2012-07-01
0202010201048           	23	10010.9575	2012-07-01
0202010201049           	23	10010.9575	2012-07-01
0202010201050           	23	4992.5919	2012-07-01
0202020202002           	23	451.191	2012-07-01
0202020202003           	23	811.0875	2012-07-01
0202020202004           	23	778.141	2012-07-01
0202020202005           	23	712.751	2012-07-01
0202020202006           	23	622.4625	2012-07-01
0202020202008           	23	565.2463	2012-07-01
0202020202009           	23	816.7463	2012-07-01
0202020202011           	23	829.7991	2012-07-01
0202020202012           	23	372.0691	2012-07-01
0202020202013           	23	431.574	2012-07-01
0202020202015           	23	451.191	2012-07-01
0202020202016           	23	811.0875	2012-07-01
0202020202017           	23	778.141	2012-07-01
0202020202018           	23	712.751	2012-07-01
0202020202019           	23	622.4625	2012-07-01
0202020202021           	23	565.2463	2012-07-01
0202020202022           	23	816.7463	2012-07-01
0202020202024           	23	829.7991	2012-07-01
0202020202025           	23	372.0691	2012-07-01
0202020202026           	23	431.574	2012-07-01
0202030203001           	23	3766.2125	2012-07-01
0202030203002           	23	4394.9625	2012-07-01
0202030203003           	23	1955.161	2012-07-01
0202030203004           	23	4017.7125	2012-07-01
0202030203005           	23	1764.8761	2012-07-01
0202030203006           	23	1961.0461	2012-07-01
0202030203010           	23	4394.9625	2012-07-01
0202030203011           	23	4505.371	2012-07-01
0202030203012           	23	5023.7125	2012-07-01
0202030203014           	23	3766.2125	2012-07-01
0202030203015           	23	3720.691	2012-07-01
0202030203016           	23	3640.4625	2012-07-01
0202030203017           	23	3766.2125	2012-07-01
0202030203018           	23	4394.9625	2012-07-01
0202030203019           	23	1955.161	2012-07-01
0202030203020           	23	4017.7125	2012-07-01
0202030203021           	23	1764.8761	2012-07-01
0202030203022           	23	1961.0461	2012-07-01
0202030203026           	23	4394.9625	2012-07-01
0202030203027           	23	4505.371	2012-07-01
0202030203028           	23	5023.7125	2012-07-01
0202030203030           	23	3766.2125	2012-07-01
0202030203031           	23	3720.691	2012-07-01
0202030203032           	23	3640.4625	2012-07-01
0202030203033           	23	3766.2125	2012-07-01
0202030203034           	23	4394.9625	2012-07-01
0202030203035           	23	1955.161	2012-07-01
0202030203036           	23	4017.7125	2012-07-01
0202030203037           	23	1764.8761	2012-07-01
0202030203038           	23	1961.0461	2012-07-01
0202030203042           	23	4394.9625	2012-07-01
0202030203043           	23	4505.371	2012-07-01
0202030203044           	23	5023.7125	2012-07-01
0202030203046           	23	3766.2125	2012-07-01
0202030203047           	23	3720.691	2012-07-01
0202030203048           	23	3640.4625	2012-07-01
0202030203049           	23	1955.161	2012-07-01
0202030203050           	23	2151.331	2012-07-01
0202030203051           	23	5813.171	2012-07-01
0202030203052           	23	2674.451	2012-07-01
0202030203053           	23	2805.231	2012-07-01
0202030203054           	23	3074.5875	2012-07-01
0202030203055           	23	2151.331	2012-07-01
0202030203056           	23	2131.4625	2012-07-01
0202030203057           	23	2609.061	2012-07-01
0202030203058           	23	1301.261	2012-07-01
0202030203059           	23	3326.0875	2012-07-01
0202030203060           	23	3138.72	2012-07-01
0202030203062           	23	1955.161	2012-07-01
0202030203063           	23	2151.331	2012-07-01
0202030203064           	23	5813.171	2012-07-01
0202030203065           	23	2674.451	2012-07-01
0202030203066           	23	2805.231	2012-07-01
0202030203067           	23	3074.5875	2012-07-01
0202030203068           	23	2151.331	2012-07-01
0202030203069           	23	2131.4625	2012-07-01
0202030203070           	23	2609.061	2012-07-01
0202030203071           	23	1301.261	2012-07-01
0202030203072           	23	3326.0875	2012-07-01
0202030203073           	23	3138.72	2012-07-01
0202030203075           	23	1955.161	2012-07-01
0202030203076           	23	2151.331	2012-07-01
0202030203077           	23	5813.171	2012-07-01
0202030203078           	23	2674.451	2012-07-01
0202030203079           	23	2805.231	2012-07-01
0202030203080           	23	3074.5875	2012-07-01
0202030203081           	23	2151.331	2012-07-01
0202030203082           	23	2131.4625	2012-07-01
0202030203083           	23	2609.061	2012-07-01
0202030203084           	23	1301.261	2012-07-01
0202030203085           	23	3326.0875	2012-07-01
0202030203086           	23	3138.72	2012-07-01
0202030203088           	23	1955.161	2012-07-01
0202030203089           	23	2151.331	2012-07-01
0202030203090           	23	5813.171	2012-07-01
0202030203091           	23	2674.451	2012-07-01
0202030203092           	23	2805.231	2012-07-01
0202030203093           	23	3074.5875	2012-07-01
0202030203094           	23	2151.331	2012-07-01
0202030203095           	23	2131.4625	2012-07-01
0202030203096           	23	2609.061	2012-07-01
0202030203097           	23	1301.261	2012-07-01
0202030203098           	23	3326.0875	2012-07-01
0202030203099           	23	3138.72	2012-07-01
0202050205001           	23	3269.50	2012-07-01
0202050205002           	23	3262.961	2012-07-01
0202050205003           	23	1955.161	2012-07-01
0202050205004           	23	1824.381	2012-07-01
0202050205005           	23	1693.601	2012-07-01
0202050205006           	23	1758.991	2012-07-01
0202050205007           	23	2020.551	2012-07-01
0202050205008           	23	1301.261	2012-07-01
0202050205009           	23	1432.041	2012-07-01
0202050205010           	23	2085.941	2012-07-01
0202050205012           	23	5463.8375	2012-07-01
0202050205013           	23	4570.761	2012-07-01
0202050205014           	23	2151.331	2012-07-01
0202050205015           	23	2412.891	2012-07-01
0202050205016           	23	2412.891	2012-07-01
0202050205017           	23	3269.50	2012-07-01
0202050205018           	23	3262.961	2012-07-01
0202050205019           	23	1955.161	2012-07-01
0202050205020           	23	1824.381	2012-07-01
0202050205021           	23	1693.601	2012-07-01
0202050205022           	23	1758.991	2012-07-01
0202050205023           	23	2020.551	2012-07-01
0202050205024           	23	1301.261	2012-07-01
0202050205025           	23	1432.041	2012-07-01
0202050205026           	23	2085.941	2012-07-01
0202050205028           	23	5463.8375	2012-07-01
0202050205029           	23	4570.761	2012-07-01
0202050205030           	23	2151.331	2012-07-01
0202050205031           	23	2412.891	2012-07-01
0202050205032           	23	2412.891	2012-07-01
0202050205033           	23	3269.50	2012-07-01
0202050205034           	23	3262.961	2012-07-01
