Brand_ID,CurrencyKey,UnitCost,SCD_EffectiveDate
ctoso0000273            ,7,5.2807,2013-10-01
ctoso0000274            ,7,5.2807,2013-10-01
ctoso0000275            ,7,5.9029,2013-10-01
ctoso0000276            ,7,8.7746,2013-10-01
ctoso0000277            ,7,8.7746,2013-10-01
ctoso0000278            ,7,8.7746,2013-10-01
ctoso0000279            ,7,8.7746,2013-10-01
ctoso0000280            ,7,24.3933,2013-10-01
ctoso0000281            ,7,24.3933,2013-10-01
ctoso0000282            ,7,24.3933,2013-10-01
ctoso0000283            ,7,24.3933,2013-10-01
ctoso0000284            ,7,28.4934,2013-10-01
ctoso0000285            ,7,28.4934,2013-10-01
ctoso0000286            ,7,28.4934,2013-10-01
ctoso0000287            ,7,28.4934,2013-10-01
ctoso0000288            ,7,38.4639,2013-10-01
ctoso0000289            ,7,38.4639,2013-10-01
ctoso0000290            ,7,38.4639,2013-10-01
ctoso0000291            ,7,38.4639,2013-10-01
ctoso0000292            ,7,46.8779,2013-10-01
ctoso0000293            ,7,46.8779,2013-10-01
ctoso0000294            ,7,46.8779,2013-10-01
ctoso0000295            ,7,46.8779,2013-10-01
ctoso0000296            ,7,67.8995,2013-10-01
ctoso0000297            ,7,67.8995,2013-10-01
ctoso0000298            ,7,67.8995,2013-10-01
ctoso0000299            ,7,67.8995,2013-10-01
ctoso0000300            ,7,67.8995,2013-10-01
ctoso0000301            ,7,64.2764,2013-10-01
ctoso0000302            ,7,64.2764,2013-10-01
ctoso0000303            ,7,64.2764,2013-10-01
ctoso0000304            ,7,64.2764,2013-10-01
ctoso0000305            ,7,64.2764,2013-10-01
ctoso0000306            ,7,37.2163,2013-10-01
ctoso0000307            ,7,37.2163,2013-10-01
ctoso0000308            ,7,37.2163,2013-10-01
ctoso0000309            ,7,79.0828,2013-10-01
ctoso0000310            ,7,79.0828,2013-10-01
ctoso0000311            ,7,79.0828,2013-10-01
ctoso0000312            ,7,79.0828,2013-10-01
ctoso0000313            ,7,78.8012,2013-10-01
ctoso0000314            ,7,78.8012,2013-10-01
ctoso0000315            ,7,78.8012,2013-10-01
ctoso0000316            ,7,78.8012,2013-10-01
ctoso0000317            ,7,78.8012,2013-10-01
wwim 0000001            ,7,60.9832,2013-10-01
wwim 0000002            ,7,60.9832,2013-10-01
wwim 0000003            ,7,60.9832,2013-10-01
wwim 0000004            ,7,73.3474,2013-10-01
wwim 0000005            ,7,73.3474,2013-10-01
wwim 0000006            ,7,73.3474,2013-10-01
wwim 0000007            ,7,73.3474,2013-10-01
wwim 0000008            ,7,74.6075,2013-10-01
wwim 0000009            ,7,74.6075,2013-10-01
wwim 0000010            ,7,74.6075,2013-10-01
wwim 0000011            ,7,74.6075,2013-10-01
wwim 0000012            ,7,60.5031,2013-10-01
wwim 0000013            ,7,60.5031,2013-10-01
wwim 0000014            ,7,60.5031,2013-10-01
wwim 0000015            ,7,60.5031,2013-10-01
wwim 0000016            ,7,61.4811,2013-10-01
wwim 0000017            ,7,61.4811,2013-10-01
wwim 0000018            ,7,61.4811,2013-10-01
wwim 0000019            ,7,61.4811,2013-10-01
wwim 0000020            ,7,61.4811,2013-10-01
ntrad0000001            ,7,10.4497,2013-10-01
ntrad0000002            ,7,10.4497,2013-10-01
ntrad0000003            ,7,10.4497,2013-10-01
ntrad0000004            ,7,10.4497,2013-10-01
ntrad0000005            ,7,17.589,2013-10-01
ntrad0000006            ,7,17.589,2013-10-01
ntrad0000007            ,7,17.589,2013-10-01
ntrad0000008            ,7,17.589,2013-10-01
ntrad0000009            ,7,13.2752,2013-10-01
ntrad0000010            ,7,13.9197,2013-10-01
ntrad0000011            ,7,13.9197,2013-10-01
ntrad0000012            ,7,13.9197,2013-10-01
ntrad0000013            ,7,14.8769,2013-10-01
ntrad0000014            ,7,14.8769,2013-10-01
ntrad0000015            ,7,14.8769,2013-10-01
ntrad0000016            ,7,14.8769,2013-10-01
ntrad0000017            ,7,14.8769,2013-10-01
ntrad0000018            ,7,34.9797,2013-10-01
ntrad0000019            ,7,34.9797,2013-10-01
ntrad0000020            ,7,34.9797,2013-10-01
ntrad0000021            ,7,34.9797,2013-10-01
ntrad0000022            ,7,34.9797,2013-10-01
ntrad0000023            ,7,37.8021,2013-10-01
ntrad0000024            ,7,37.8021,2013-10-01
ntrad0000025            ,7,37.8021,2013-10-01
ntrad0000026            ,7,37.8021,2013-10-01
ntrad0000027            ,7,37.8021,2013-10-01
wwim 0000021            ,7,27.4086,2013-10-01
wwim 0000022            ,7,27.4086,2013-10-01
wwim 0000023            ,7,27.4086,2013-10-01
wwim 0000024            ,7,27.4086,2013-10-01
wwim 0000025            ,7,27.4086,2013-10-01
wwim 0000026            ,7,40.7559,2013-10-01
wwim 0000027            ,7,40.7559,2013-10-01
wwim 0000028            ,7,40.7559,2013-10-01
wwim 0000029            ,7,40.7559,2013-10-01
wwim 0000030            ,7,40.2289,2013-10-01
wwim 0000031            ,7,40.2289,2013-10-01
wwim 0000032            ,7,40.2289,2013-10-01
wwim 0000033            ,7,40.2289,2013-10-01
wwim 0000034            ,7,45.1728,2013-10-01
wwim 0000035            ,7,45.1728,2013-10-01
wwim 0000036            ,7,45.1728,2013-10-01
wwim 0000037            ,7,45.1728,2013-10-01
wwim 0000038            ,7,45.1728,2013-10-01
wwim 0000039            ,7,63.0136,2013-10-01
wwim 0000040            ,7,63.0136,2013-10-01
wwim 0000041            ,7,63.0136,2013-10-01
wwim 0000042            ,7,63.0136,2013-10-01
wwim 0000043            ,7,63.0136,2013-10-01
advwk0000001            ,7,69.1356,2013-10-01
advwk0000002            ,7,69.1356,2013-10-01
advwk0000003            ,7,69.1356,2013-10-01
advwk0000004            ,7,48.7946,2013-10-01
advwk0000005            ,7,48.7946,2013-10-01
advwk0000006            ,7,48.7946,2013-10-01
advwk0000007            ,7,102.7103,2013-10-01
advwk0000008            ,7,102.7103,2013-10-01
advwk0000009            ,7,102.7103,2013-10-01
advwk0000010            ,7,58.319,2013-10-01
advwk0000011            ,7,58.319,2013-10-01
advwk0000012            ,7,58.319,2013-10-01
advwk0000013            ,7,58.319,2013-10-01
advwk0000014            ,7,81.3402,2013-10-01
advwk0000015            ,7,81.3402,2013-10-01
advwk0000016            ,7,81.3402,2013-10-01
advwk0000017            ,7,81.3402,2013-10-01
