Product_ID	CurrencyKey	UnitPrice	SCD_EffectiveDate
0101010101001           	23	93.4756	2014-07-01
0101010101002           	23	93.4756	2014-07-01
0101010101003           	23	104.4855	2014-07-01
0101010101004           	23	155.217	2014-07-01
0101010101005           	23	155.217	2014-07-01
0101010101006           	23	155.217	2014-07-01
0101010101007           	23	155.217	2014-07-01
0101010101008           	23	431.6861	2014-07-01
0101010101009           	23	431.6861	2014-07-01
0101010101010           	23	431.6861	2014-07-01
0101010101011           	23	431.6861	2014-07-01
0101010101012           	23	558.9828	2014-07-01
0101010101013           	23	558.9828	2014-07-01
0101010101014           	23	558.9828	2014-07-01
0101010101015           	23	558.9828	2014-07-01
0101010101016           	23	737.0978	2014-07-01
0101010101017           	23	737.0978	2014-07-01
0101010101018           	23	737.0978	2014-07-01
0101010101019           	23	737.0978	2014-07-01
0101010101020           	23	898.3274	2014-07-01
0101010101021           	23	898.3274	2014-07-01
0101010101022           	23	898.3274	2014-07-01
0101010101023           	23	898.3274	2014-07-01
0101010101024           	23	1278.6436	2014-07-01
0101010101025           	23	1278.6436	2014-07-01
0101010101026           	23	1278.6436	2014-07-01
0101010101027           	23	1278.6436	2014-07-01
0101010101028           	23	1278.6436	2014-07-01
0101010101029           	23	1709.5037	2014-07-01
0101010101030           	23	1709.5037	2014-07-01
0101010101031           	23	1709.5037	2014-07-01
0101010101032           	23	1709.5037	2014-07-01
0101010101033           	23	1709.5037	2014-07-01
0101010101034           	23	643.2427	2014-07-01
0101010101035           	23	643.2427	2014-07-01
0101010101036           	23	643.2427	2014-07-01
0101010101037           	23	2153.2495	2014-07-01
0101010101038           	23	2153.2495	2014-07-01
0101010101039           	23	2153.2495	2014-07-01
0101010101040           	23	2153.2495	2014-07-01
0101010101041           	23	1483.9685	2014-07-01
0101010101042           	23	1483.9685	2014-07-01
0101010101043           	23	1483.9685	2014-07-01
0101010101044           	23	1483.9685	2014-07-01
0101010101045           	23	1483.9685	2014-07-01
0101040104001           	23	1079.0354	2014-07-01
0101040104002           	23	1079.0354	2014-07-01
0101040104003           	23	1079.0354	2014-07-01
0101040104004           	23	1438.8338	2014-07-01
0101040104005           	23	1438.8338	2014-07-01
0101040104006           	23	1438.8338	2014-07-01
0101040104007           	23	1438.8338	2014-07-01
0101040104008           	23	1984.3651	2014-07-01
0101040104009           	23	1984.3651	2014-07-01
0101040104010           	23	1984.3651	2014-07-01
0101040104011           	23	1984.3651	2014-07-01
0101040104012           	23	1045.814	2014-07-01
0101040104013           	23	1045.814	2014-07-01
0101040104014           	23	1045.814	2014-07-01
0101040104015           	23	1045.814	2014-07-01
0101040104016           	23	1157.7513	2014-07-01
0101040104017           	23	1157.7513	2014-07-01
0101040104018           	23	1157.7513	2014-07-01
0101040104019           	23	1157.7513	2014-07-01
0101040104020           	23	1157.7513	2014-07-01
0101060106001           	23	184.8644	2014-07-01
0101060106002           	23	184.8644	2014-07-01
0101060106003           	23	184.8644	2014-07-01
0101060106004           	23	184.8644	2014-07-01
0101060106005           	23	345.0467	2014-07-01
0101060106006           	23	345.0467	2014-07-01
0101060106007           	23	345.0467	2014-07-01
0101060106008           	23	345.0467	2014-07-01
0101060106009           	23	254.4144	2014-07-01
0101060106010           	23	273.087	2014-07-01
0101060106011           	23	273.087	2014-07-01
0101060106012           	23	273.087	2014-07-01
0101060106013           	23	271.8446	2014-07-01
0101060106014           	23	271.8446	2014-07-01
0101060106015           	23	271.8446	2014-07-01
0101060106016           	23	271.8446	2014-07-01
0101060106017           	23	271.8446	2014-07-01
0101060106018           	23	670.3266	2014-07-01
0101060106019           	23	670.3266	2014-07-01
0101060106020           	23	670.3266	2014-07-01
0101060106021           	23	670.3266	2014-07-01
0101060106022           	23	670.3266	2014-07-01
0101060106023           	23	959.3984	2014-07-01
0101060106024           	23	959.3984	2014-07-01
0101060106025           	23	959.3984	2014-07-01
0101060106026           	23	959.3984	2014-07-01
0101060106027           	23	959.3984	2014-07-01
0101060106028           	23	485.0082	2014-07-01
0101060106029           	23	485.0082	2014-07-01
0101060106030           	23	485.0082	2014-07-01
0101060106031           	23	485.0082	2014-07-01
0101060106032           	23	485.0082	2014-07-01
0101060106033           	23	767.5699	2014-07-01
0101060106034           	23	767.5699	2014-07-01
0101060106035           	23	767.5699	2014-07-01
0101060106036           	23	767.5699	2014-07-01
0101060106037           	23	735.5878	2014-07-01
0101060106038           	23	735.5878	2014-07-01
0101060106039           	23	735.5878	2014-07-01
0101060106040           	23	735.5878	2014-07-01
0101060106041           	23	850.6594	2014-07-01
0101060106042           	23	850.6594	2014-07-01
0101060106043           	23	850.6594	2014-07-01
0101060106044           	23	850.6594	2014-07-01
0101060106045           	23	850.6594	2014-07-01
0101060106046           	23	1675.917	2014-07-01
0101060106047           	23	1675.917	2014-07-01
0101060106048           	23	1675.917	2014-07-01
0101060106049           	23	1675.917	2014-07-01
0101060106050           	23	1675.917	2014-07-01
0202010201001           	23	1223.2426	2014-07-01
0202010201002           	23	1223.2426	2014-07-01
0202010201003           	23	1223.2426	2014-07-01
0202010201004           	23	863.4442	2014-07-01
0202010201005           	23	863.4442	2014-07-01
0202010201006           	23	863.4442	2014-07-01
0202010201007           	23	2014.7991	2014-07-01
0202010201008           	23	2014.7991	2014-07-01
0202010201009           	23	2014.7991	2014-07-01
0202010201010           	23	1031.9018	2014-07-01
0202010201011           	23	1031.9018	2014-07-01
0202010201012           	23	1031.9018	2014-07-01
0202010201013           	23	1031.9018	2014-07-01
0202010201014           	23	1439.1936	2014-07-01
0202010201015           	23	1439.1936	2014-07-01
0202010201016           	23	1439.1936	2014-07-01
0202010201017           	23	1439.1936	2014-07-01
0202010201018           	23	2518.229	2014-07-01
0202010201019           	23	2518.229	2014-07-01
0202010201020           	23	2518.229	2014-07-01
0202010201021           	23	2518.229	2014-07-01
0202010201022           	23	3351.901	2014-07-01
0202010201023           	23	3351.901	2014-07-01
0202010201024           	23	3351.901	2014-07-01
0202010201025           	23	3351.901	2014-07-01
0202010201026           	23	2011.1138	2014-07-01
