Product_ID	CurrencyKey	UnitCost	SCD_EffectiveDate
0101010101001           	23	45.6126	2014-10-01
0101010101002           	23	45.6126	2014-10-01
0101010101003           	23	50.9869	2014-10-01
0101010101004           	23	75.7914	2014-10-01
0101010101005           	23	75.7914	2014-10-01
0101010101006           	23	75.7914	2014-10-01
0101010101007           	23	75.7914	2014-10-01
0101010101008           	23	210.7001	2014-10-01
0101010101009           	23	210.7001	2014-10-01
0101010101010           	23	210.7001	2014-10-01
0101010101011           	23	210.7001	2014-10-01
0101010101012           	23	246.1154	2014-10-01
0101010101013           	23	246.1154	2014-10-01
0101010101014           	23	246.1154	2014-10-01
0101010101015           	23	246.1154	2014-10-01
0101010101016           	23	335.9233	2014-10-01
0101010101017           	23	335.9233	2014-10-01
0101010101018           	23	335.9233	2014-10-01
0101010101019           	23	335.9233	2014-10-01
0101010101020           	23	409.4065	2014-10-01
0101010101021           	23	409.4065	2014-10-01
0101010101022           	23	409.4065	2014-10-01
0101010101023           	23	409.4065	2014-10-01
0101010101024           	23	582.5105	2014-10-01
0101010101025           	23	582.5105	2014-10-01
0101010101026           	23	582.5105	2014-10-01
0101010101027           	23	582.5105	2014-10-01
0101010101028           	23	582.5105	2014-10-01
0101010101029           	23	561.356	2014-10-01
0101010101030           	23	561.356	2014-10-01
0101010101031           	23	561.356	2014-10-01
0101010101032           	23	561.356	2014-10-01
0101010101033           	23	561.356	2014-10-01
0101010101034           	23	325.027	2014-10-01
0101010101035           	23	325.027	2014-10-01
0101010101036           	23	325.027	2014-10-01
0101010101037           	23	683.0873	2014-10-01
0101010101038           	23	683.0873	2014-10-01
0101010101039           	23	683.0873	2014-10-01
0101010101040           	23	683.0873	2014-10-01
0101010101041           	23	676.0366	2014-10-01
0101010101042           	23	676.0366	2014-10-01
0101010101043           	23	676.0366	2014-10-01
0101010101044           	23	676.0366	2014-10-01
0101010101045           	23	676.0366	2014-10-01
0101040104001           	23	526.7503	2014-10-01
0101040104002           	23	526.7503	2014-10-01
0101040104003           	23	526.7503	2014-10-01
0101040104004           	23	633.5473	2014-10-01
0101040104005           	23	633.5473	2014-10-01
0101040104006           	23	633.5473	2014-10-01
0101040104007           	23	633.5473	2014-10-01
0101040104008           	23	651.5822	2014-10-01
0101040104009           	23	651.5822	2014-10-01
0101040104010           	23	651.5822	2014-10-01
0101040104011           	23	651.5822	2014-10-01
0101040104012           	23	528.4015	2014-10-01
0101040104013           	23	528.4015	2014-10-01
0101040104014           	23	528.4015	2014-10-01
0101040104015           	23	528.4015	2014-10-01
0101040104016           	23	527.4467	2014-10-01
0101040104017           	23	527.4467	2014-10-01
0101040104018           	23	527.4467	2014-10-01
0101040104019           	23	527.4467	2014-10-01
0101040104020           	23	527.4467	2014-10-01
0101060106001           	23	90.2607	2014-10-01
0101060106002           	23	90.2607	2014-10-01
0101060106003           	23	90.2607	2014-10-01
0101060106004           	23	90.2607	2014-10-01
0101060106005           	23	151.9273	2014-10-01
0101060106006           	23	151.9273	2014-10-01
0101060106007           	23	151.9273	2014-10-01
0101060106008           	23	151.9273	2014-10-01
0101060106009           	23	115.9387	2014-10-01
0101060106010           	23	120.2327	2014-10-01
0101060106011           	23	120.2327	2014-10-01
0101060106012           	23	120.2327	2014-10-01
0101060106013           	23	128.5009	2014-10-01
0101060106014           	23	128.5009	2014-10-01
