Brand_ID,CurrencyKey,UnitPrice,SCD_EffectiveDate
ctoso0000273            ,7,10.6631,2012-07-01
ctoso0000274            ,7,10.6631,2012-07-01
ctoso0000275            ,7,11.9191,2012-07-01
ctoso0000276            ,7,17.7062,2012-07-01
ctoso0000277            ,7,17.7062,2012-07-01
ctoso0000278            ,7,17.7062,2012-07-01
ctoso0000279            ,7,17.7062,2012-07-01
ctoso0000280            ,7,49.2441,2012-07-01
ctoso0000281            ,7,49.2441,2012-07-01
ctoso0000282            ,7,49.2441,2012-07-01
ctoso0000283            ,7,49.2441,2012-07-01
ctoso0000284            ,7,63.7653,2012-07-01
ctoso0000285            ,7,63.7653,2012-07-01
ctoso0000286            ,7,63.7653,2012-07-01
ctoso0000287            ,7,63.7653,2012-07-01
ctoso0000288            ,7,86.7835,2012-07-01
ctoso0000289            ,7,86.7835,2012-07-01
ctoso0000290            ,7,86.7835,2012-07-01
ctoso0000291            ,7,86.7835,2012-07-01
ctoso0000292            ,7,105.7662,2012-07-01
ctoso0000293            ,7,105.7662,2012-07-01
ctoso0000294            ,7,105.7662,2012-07-01
ctoso0000295            ,7,105.7662,2012-07-01
ctoso0000301            ,7,201.2715,2012-07-01
ctoso0000302            ,7,201.2715,2012-07-01
ctoso0000303            ,7,201.2715,2012-07-01
ctoso0000304            ,7,201.2715,2012-07-01
ctoso0000305            ,7,201.2715,2012-07-01
ctoso0000306            ,7,75.7333,2012-07-01
ctoso0000307            ,7,75.7333,2012-07-01
ctoso0000308            ,7,75.7333,2012-07-01
ctoso0000309            ,7,245.6295,2012-07-01
ctoso0000310            ,7,245.6295,2012-07-01
ctoso0000311            ,7,245.6295,2012-07-01
ctoso0000312            ,7,245.6295,2012-07-01
wwim 0000001            ,7,123.0898,2012-07-01
wwim 0000002            ,7,123.0898,2012-07-01
wwim 0000003            ,7,123.0898,2012-07-01
wwim 0000004            ,7,164.1334,2012-07-01
wwim 0000005            ,7,164.1334,2012-07-01
wwim 0000006            ,7,164.1334,2012-07-01
wwim 0000007            ,7,164.1334,2012-07-01
wwim 0000008            ,7,233.6328,2012-07-01
wwim 0000009            ,7,233.6328,2012-07-01
wwim 0000010            ,7,233.6328,2012-07-01
wwim 0000011            ,7,233.6328,2012-07-01
wwim 0000012            ,7,123.1308,2012-07-01
wwim 0000013            ,7,123.1308,2012-07-01
wwim 0000014            ,7,123.1308,2012-07-01
wwim 0000015            ,7,123.1308,2012-07-01
ntrad0000001            ,7,21.0882,2012-07-01
ntrad0000002            ,7,21.0882,2012-07-01
ntrad0000003            ,7,21.0882,2012-07-01
ntrad0000004            ,7,21.0882,2012-07-01
ntrad0000005            ,7,39.3608,2012-07-01
ntrad0000006            ,7,39.3608,2012-07-01
ntrad0000007            ,7,39.3608,2012-07-01
ntrad0000008            ,7,39.3608,2012-07-01
ntrad0000009            ,7,29.9539,2012-07-01
ntrad0000010            ,7,31.1521,2012-07-01
ntrad0000011            ,7,31.1521,2012-07-01
ntrad0000012            ,7,31.1521,2012-07-01
ntrad0000013            ,7,32.0061,2012-07-01
ntrad0000014            ,7,32.0061,2012-07-01
ntrad0000015            ,7,32.0061,2012-07-01
ntrad0000016            ,7,32.0061,2012-07-01
ntrad0000017            ,7,32.0061,2012-07-01
ntrad0000018            ,7,78.9221,2012-07-01
ntrad0000019            ,7,78.9221,2012-07-01
ntrad0000020            ,7,78.9221,2012-07-01
ntrad0000021            ,7,78.9221,2012-07-01
ntrad0000022            ,7,78.9221,2012-07-01
wwim 0000021            ,7,55.3268,2012-07-01
wwim 0000022            ,7,55.3268,2012-07-01
wwim 0000023            ,7,55.3268,2012-07-01
wwim 0000024            ,7,55.3268,2012-07-01
wwim 0000025            ,7,55.3268,2012-07-01
wwim 0000039            ,7,197.3171,2012-07-01
wwim 0000040            ,7,197.3171,2012-07-01
wwim 0000041            ,7,197.3171,2012-07-01
wwim 0000042            ,7,197.3171,2012-07-01
wwim 0000043            ,7,197.3171,2012-07-01
advwk0000001            ,7,139.54,2012-07-01
advwk0000002            ,7,139.54,2012-07-01
advwk0000003            ,7,139.54,2012-07-01
advwk0000004            ,7,98.4964,2012-07-01
advwk0000005            ,7,98.4964,2012-07-01
advwk0000006            ,7,98.4964,2012-07-01
advwk0000007            ,7,229.836,2012-07-01
advwk0000008            ,7,229.836,2012-07-01
advwk0000009            ,7,229.836,2012-07-01
advwk0000010            ,7,117.713,2012-07-01
advwk0000011            ,7,117.713,2012-07-01
advwk0000012            ,7,117.713,2012-07-01
advwk0000013            ,7,117.713,2012-07-01
advwk0000014            ,7,164.1744,2012-07-01
advwk0000015            ,7,164.1744,2012-07-01
advwk0000016            ,7,164.1744,2012-07-01
advwk0000017            ,7,164.1744,2012-07-01
advwk0000018            ,7,287.2642,2012-07-01
advwk0000019            ,7,287.2642,2012-07-01
advwk0000020            ,7,287.2642,2012-07-01
advwk0000021            ,7,287.2642,2012-07-01
advwk0000022            ,7,394.6421,2012-07-01
advwk0000023            ,7,394.6421,2012-07-01
advwk0000024            ,7,394.6421,2012-07-01
advwk0000025            ,7,394.6421,2012-07-01
advwk0000026            ,7,236.7821,2012-07-01
advwk0000027            ,7,236.7821,2012-07-01
advwk0000028            ,7,236.7821,2012-07-01
advwk0000029            ,7,236.7821,2012-07-01
advwk0000034            ,7,935.2968,2012-07-01
advwk0000035            ,7,935.2968,2012-07-01
advwk0000036            ,7,935.2968,2012-07-01
advwk0000037            ,7,935.2968,2012-07-01
advwk0000038            ,7,385.7852,2012-07-01
advwk0000039            ,7,385.7852,2012-07-01
advwk0000040            ,7,385.7852,2012-07-01
advwk0000041            ,7,385.7852,2012-07-01
advwk0000046            ,7,1256.7235,2012-07-01
advwk0000047            ,7,1256.7235,2012-07-01
advwk0000048            ,7,1256.7235,2012-07-01
advwk0000049            ,7,1256.7235,2012-07-01
advwk0000050            ,7,626.744,2012-07-01
svido0000048            ,7,56.6402,2012-07-01
svido0000049            ,7,101.8197,2012-07-01
svido0000050            ,7,97.6838,2012-07-01
svido0000051            ,7,89.475,2012-07-01
svido0000052            ,7,78.1407,2012-07-01
svido0000054            ,7,70.9581,2012-07-01
svido0000055            ,7,102.5301,2012-07-01
svido0000057            ,7,104.1687,2012-07-01
svido0000058            ,7,46.7076,2012-07-01
svido0000059            ,7,54.1776,2012-07-01
svido0000061            ,7,56.6402,2012-07-01
svido0000062            ,7,101.8197,2012-07-01
svido0000063            ,7,97.6838,2012-07-01
svido0000064            ,7,89.475,2012-07-01
svido0000065            ,7,78.1407,2012-07-01
svido0000067            ,7,70.9581,2012-07-01
svido0000068            ,7,102.5301,2012-07-01
svido0000070            ,7,104.1687,2012-07-01
svido0000071            ,7,46.7076,2012-07-01
svido0000072            ,7,54.1776,2012-07-01
litwr0000217            ,7,472.7907,2012-07-01
litwr0000218            ,7,551.7207,2012-07-01
litwr0000219            ,7,245.4407,2012-07-01
litwr0000220            ,7,504.3627,2012-07-01
litwr0000221            ,7,221.5534,2012-07-01
litwr0000222            ,7,246.1795,2012-07-01
litwr0000226            ,7,551.7207,2012-07-01
litwr0000227            ,7,565.5808,2012-07-01
litwr0000228            ,7,630.6507,2012-07-01
litwr0000230            ,7,472.7907,2012-07-01
litwr0000231            ,7,467.0762,2012-07-01
litwr0000232            ,7,457.0047,2012-07-01
litwr0000233            ,7,472.7907,2012-07-01
litwr0000234            ,7,551.7207,2012-07-01
litwr0000235            ,7,245.4407,2012-07-01
litwr0000236            ,7,504.3627,2012-07-01
litwr0000237            ,7,221.5534,2012-07-01
litwr0000238            ,7,246.1795,2012-07-01
litwr0000242            ,7,551.7207,2012-07-01
litwr0000243            ,7,565.5808,2012-07-01
litwr0000244            ,7,630.6507,2012-07-01
