Brand_ID,CurrencyKey,UnitCost,SCD_EffectiveDate
ctoso0000273            ,7,5.8781,2014-10-01
ctoso0000274            ,7,5.8781,2014-10-01
ctoso0000275            ,7,6.5707,2014-10-01
ctoso0000276            ,7,9.7673,2014-10-01
ctoso0000277            ,7,9.7673,2014-10-01
ctoso0000278            ,7,9.7673,2014-10-01
ctoso0000279            ,7,9.7673,2014-10-01
ctoso0000280            ,7,27.1531,2014-10-01
ctoso0000281            ,7,27.1531,2014-10-01
ctoso0000282            ,7,27.1531,2014-10-01
ctoso0000283            ,7,27.1531,2014-10-01
ctoso0000284            ,7,31.7171,2014-10-01
ctoso0000285            ,7,31.7171,2014-10-01
ctoso0000286            ,7,31.7171,2014-10-01
ctoso0000287            ,7,31.7171,2014-10-01
ctoso0000288            ,7,43.2907,2014-10-01
ctoso0000289            ,7,43.2907,2014-10-01
ctoso0000290            ,7,43.2907,2014-10-01
ctoso0000291            ,7,43.2907,2014-10-01
ctoso0000292            ,7,52.7605,2014-10-01
ctoso0000293            ,7,52.7605,2014-10-01
ctoso0000294            ,7,52.7605,2014-10-01
ctoso0000295            ,7,52.7605,2014-10-01
ctoso0000296            ,7,75.0686,2014-10-01
ctoso0000297            ,7,75.0686,2014-10-01
ctoso0000298            ,7,75.0686,2014-10-01
ctoso0000299            ,7,75.0686,2014-10-01
ctoso0000300            ,7,75.0686,2014-10-01
ctoso0000301            ,7,72.3424,2014-10-01
ctoso0000302            ,7,72.3424,2014-10-01
ctoso0000303            ,7,72.3424,2014-10-01
ctoso0000304            ,7,72.3424,2014-10-01
ctoso0000305            ,7,72.3424,2014-10-01
ctoso0000306            ,7,41.8865,2014-10-01
ctoso0000307            ,7,41.8865,2014-10-01
ctoso0000308            ,7,41.8865,2014-10-01
ctoso0000309            ,7,88.03,2014-10-01
ctoso0000310            ,7,88.03,2014-10-01
ctoso0000311            ,7,88.03,2014-10-01
ctoso0000312            ,7,88.03,2014-10-01
ctoso0000313            ,7,87.1213,2014-10-01
ctoso0000314            ,7,87.1213,2014-10-01
ctoso0000315            ,7,87.1213,2014-10-01
ctoso0000316            ,7,87.1213,2014-10-01
ctoso0000317            ,7,87.1213,2014-10-01
wwim 0000001            ,7,67.8827,2014-10-01
wwim 0000002            ,7,67.8827,2014-10-01
wwim 0000003            ,7,67.8827,2014-10-01
wwim 0000004            ,7,81.6457,2014-10-01
wwim 0000005            ,7,81.6457,2014-10-01
wwim 0000006            ,7,81.6457,2014-10-01
wwim 0000007            ,7,81.6457,2014-10-01
wwim 0000008            ,7,83.9699,2014-10-01
wwim 0000009            ,7,83.9699,2014-10-01
wwim 0000010            ,7,83.9699,2014-10-01
wwim 0000011            ,7,83.9699,2014-10-01
wwim 0000012            ,7,68.0955,2014-10-01
wwim 0000013            ,7,68.0955,2014-10-01
wwim 0000014            ,7,68.0955,2014-10-01
wwim 0000015            ,7,68.0955,2014-10-01
wwim 0000016            ,7,67.9725,2014-10-01
wwim 0000017            ,7,67.9725,2014-10-01
wwim 0000018            ,7,67.9725,2014-10-01
wwim 0000019            ,7,67.9725,2014-10-01
wwim 0000020            ,7,67.9725,2014-10-01
ntrad0000001            ,7,11.632,2014-10-01
ntrad0000002            ,7,11.632,2014-10-01
ntrad0000003            ,7,11.632,2014-10-01
ntrad0000004            ,7,11.632,2014-10-01
ntrad0000005            ,7,19.579,2014-10-01
ntrad0000006            ,7,19.579,2014-10-01
ntrad0000007            ,7,19.579,2014-10-01
ntrad0000008            ,7,19.579,2014-10-01
ntrad0000009            ,7,14.9411,2014-10-01
ntrad0000010            ,7,15.4945,2014-10-01
ntrad0000011            ,7,15.4945,2014-10-01
ntrad0000012            ,7,15.4945,2014-10-01
ntrad0000013            ,7,16.56,2014-10-01
ntrad0000014            ,7,16.56,2014-10-01
ntrad0000015            ,7,16.56,2014-10-01
ntrad0000016            ,7,16.56,2014-10-01
ntrad0000017            ,7,16.56,2014-10-01
ntrad0000018            ,7,39.3692,2014-10-01
ntrad0000019            ,7,39.3692,2014-10-01
ntrad0000020            ,7,39.3692,2014-10-01
ntrad0000021            ,7,39.3692,2014-10-01
ntrad0000022            ,7,39.3692,2014-10-01
ntrad0000023            ,7,42.5458,2014-10-01
ntrad0000024            ,7,42.5458,2014-10-01
ntrad0000025            ,7,42.5458,2014-10-01
ntrad0000026            ,7,42.5458,2014-10-01
ntrad0000027            ,7,42.5458,2014-10-01
wwim 0000021            ,7,30.5095,2014-10-01
wwim 0000022            ,7,30.5095,2014-10-01
wwim 0000023            ,7,30.5095,2014-10-01
wwim 0000024            ,7,30.5095,2014-10-01
wwim 0000025            ,7,30.5095,2014-10-01
wwim 0000026            ,7,45.0591,2014-10-01
wwim 0000027            ,7,45.0591,2014-10-01
wwim 0000028            ,7,45.0591,2014-10-01
wwim 0000029            ,7,45.0591,2014-10-01
wwim 0000030            ,7,45.2771,2014-10-01
wwim 0000031            ,7,45.2771,2014-10-01
wwim 0000032            ,7,45.2771,2014-10-01
wwim 0000033            ,7,45.2771,2014-10-01
wwim 0000034            ,7,49.9423,2014-10-01
wwim 0000035            ,7,49.9423,2014-10-01
wwim 0000036            ,7,49.9423,2014-10-01
wwim 0000037            ,7,49.9423,2014-10-01
wwim 0000038            ,7,49.9423,2014-10-01
wwim 0000039            ,7,70.921,2014-10-01
wwim 0000040            ,7,70.921,2014-10-01
wwim 0000041            ,7,70.921,2014-10-01
wwim 0000042            ,7,70.921,2014-10-01
wwim 0000043            ,7,70.921,2014-10-01
advwk0000001            ,7,76.9574,2014-10-01
advwk0000002            ,7,76.9574,2014-10-01
advwk0000003            ,7,76.9574,2014-10-01
advwk0000004            ,7,54.315,2014-10-01
advwk0000005            ,7,54.315,2014-10-01
advwk0000006            ,7,54.315,2014-10-01
advwk0000007            ,7,114.3306,2014-10-01
advwk0000008            ,7,114.3306,2014-10-01
advwk0000009            ,7,114.3306,2014-10-01
advwk0000010            ,7,64.917,2014-10-01
advwk0000011            ,7,64.917,2014-10-01
advwk0000012            ,7,64.917,2014-10-01
advwk0000013            ,7,64.917,2014-10-01
advwk0000014            ,7,90.5428,2014-10-01
advwk0000015            ,7,90.5428,2014-10-01
advwk0000016            ,7,90.5428,2014-10-01
advwk0000017            ,7,90.5428,2014-10-01
advwk0000018            ,7,142.8955,2014-10-01
advwk0000019            ,7,142.8955,2014-10-01
advwk0000020            ,7,142.8955,2014-10-01
advwk0000021            ,7,142.8955,2014-10-01
advwk0000022            ,7,196.8716,2014-10-01
advwk0000023            ,7,196.8716,2014-10-01
advwk0000024            ,7,196.8716,2014-10-01
advwk0000025            ,7,196.8716,2014-10-01
advwk0000026            ,7,130.9509,2014-10-01
advwk0000027            ,7,130.9509,2014-10-01
advwk0000028            ,7,130.9509,2014-10-01
advwk0000029            ,7,130.9509,2014-10-01
advwk0000030            ,7,784.5902,2014-10-01
advwk0000031            ,7,784.5902,2014-10-01
advwk0000032            ,7,784.5902,2014-10-01
advwk0000033            ,7,784.5902,2014-10-01
advwk0000034            ,7,336.1535,2014-10-01
advwk0000035            ,7,336.1535,2014-10-01
advwk0000036            ,7,336.1535,2014-10-01
advwk0000037            ,7,336.1535,2014-10-01
advwk0000038            ,7,191.9007,2014-10-01
advwk0000039            ,7,191.9007,2014-10-01
advwk0000040            ,7,191.9007,2014-10-01
